Subject,Label,sd_1.EMG1,sd_2.EMG1,sd_3.EMG1,sd_1.EMG2,sd_2.EMG2,sd_3.EMG2,sd_1.EMG3,sd_2.EMG3,sd_3.EMG3,sd_1.EMG4,sd_2.EMG4,sd_3.EMG4,sd_1.ACCupperX,sd_2.ACCupperX,sd_3.ACCupperX,sd_1.ACCupperY,sd_2.ACCupperY,sd_3.ACCupperY,sd_1.ACCupperZ,sd_2.ACCupperZ,sd_3.ACCupperZ,sd_1.ACClowerX,sd_2.ACClowerX,sd_3.ACClowerX,sd_1.GoniometerY,sd_2.GoniometerY,sd_3.GoniometerY,sd_1.Goniometer,sd_2.Goniometer,sd_3.Goniometer,sd_1.GyroupperX,sd_2.GyroupperX,sd_3.GyroupperX,sd_1.GyroupperY,sd_2.GyroupperY,sd_3.GyroupperY,sd_1.GyroupperZ,sd_2.GyroupperZ,sd_3.GyroupperZ,sd_1.GyrolowerX,sd_2.GyrolowerX,sd_3.GyrolowerX,sd_1.GyrolowerY,sd_2.GyrolowerY,sd_3.GyrolowerY,sd_1.GyrolowerZ,sd_2.GyrolowerZ,sd_3.GyrolowerZ,sd_1.Airborne,sd_2.Airborne,sd_3.Airborne
Subject03,stair-up,2174.986267,2098.601846,1488.7743,2313.722142,3326.351935,634.0110121,639.3698329,752.5106849,242.3492093,1368.510651,1047.761291,364.6480779,0,0,0,2136.45313,2901.001944,1597.579116,1576.661603,1818.163002,1481.087164,1159.376946,1257.840561,591.7145784,4797.814285,3733.522642,4362.930659,1464.288637,979.8586226,1256.134002,4532.885484,4854.836926,3313.830513,11942.22579,14309.02907,11734.76209,9680.141505,10989.37637,7131.6043,4114.299505,3468.508155,2883.918849,14284.21048,14037.74155,13221.95376,10101.9695,9129.470229,5813.981369,1912.626662,1668.193571,2278.47853
Subject03,walk,532.704099,772.646434,524.4129525,1020.315197,1122.101847,842.9746894,249.5721743,207.7718077,326.8278513,364.8279705,294.6800717,197.8203575,593.5069664,1273.105647,747.4579873,1016.524592,1601.099061,1051.838115,1281.143918,2171.527462,1447.875514,468.8498784,875.7073269,827.5053922,2628.61926,2603.334,2477.113236,533.9144906,712.7375873,510.7346105,2041.646412,3889.998677,2752.638857,7787.814225,12011.54871,9907.679245,6179.003154,13405.39967,7837.723711,2662.920149,4393.614081,3630.558509,13489.83804,19000.97264,14435.82693,4171.06689,10108.95024,6707.180336,1987.348534,4528.106228,4241.590555
Subject03,jump-one-leg,2985.777126,5268.940837,2712.517276,4400.985269,2944.57074,4090.883056,510.4641304,995.8462184,746.7811111,434.079665,2139.798902,1173.770941,704.1398379,1156.607433,3725.988329,324.7083921,3174.153304,4114.364727,700.4155769,3274.838219,4204.422745,857.5743183,1317.72318,3829.25966,1929.675543,3297.988993,1025.16593,351.9823579,722.9759999,423.9472827,2148.864451,4291.615211,7287.307478,2267.315043,9988.438077,7406.68313,4063.69582,14287.78329,13702.26596,4062.877259,4887.713143,8917.784045,2496.932864,13646.92813,11628.10368,5073.546417,15203.59975,16751.26106,478.9461304,1617.292033,3132.143042
Subject03,v-cut-left-Lfirst,1176.074108,3842.260949,714.0632803,970.2496599,2869.27818,266.8182485,500.1008341,1169.137055,175.5951848,448.242488,1484.493918,303.479795,257.1824593,1534.536812,1224.277064,177.5746767,4078.203899,1736.044935,938.3129861,3667.069391,1005.458515,225.7743223,1516.167924,969.4213068,876.5424261,3050.778756,1821.12724,534.0751122,503.4740483,319.7868219,1296.153941,6072.260192,3708.863627,2442.960166,19987.20344,10147.45901,2272.242126,13092.43357,11312.10518,2021.27392,7184.820367,4217.261443,4281.608405,17810.00581,3899.012969,2257.680806,12146.58882,7860.880015,890.2931741,9138.062903,2308.557153
Subject03,sit-to-stand,1753.272651,1757.098934,521.021115,2389.172245,925.4627255,85.19748665,199.969258,391.1634699,119.4789114,145.2677514,129.5626937,129.379593,193.2135854,528.2769325,385.7172043,364.2549403,1029.388456,91.45921159,224.5239116,1130.999555,626.4767974,141.9500904,482.5835912,276.7673617,91.70660995,2307.704601,834.4063517,149.9257034,331.838966,244.6351126,693.6106975,1243.937681,278.5931255,2791.147113,2883.508241,1309.418846,2118.434202,2183.813415,1956.47297,1210.057408,2615.793739,1326.224202,1535.827396,2291.65669,1276.26449,1441.426923,2483.071059,1517.513626,573.2284474,285.9891119,342.7495851
Subject03,run,1795.704509,1850.645696,939.5970098,2457.502986,2471.629497,1853.535979,574.2862539,511.3168428,686.2627844,1445.099979,839.4803758,304.83894,991.0777863,2469.940721,1946.641803,3767.406562,6116.253541,3596.663953,2962.524338,5493.434898,2541.973859,1120.734057,2790.040706,1728.885545,3363.421607,2681.685556,3262.70161,413.395353,792.7079447,922.5961856,3253.852974,8055.983311,4174.773096,13665.94606,20672.33124,13212.44699,10530.95292,18886.71509,15019.22009,5455.744662,6846.717695,4929.415858,17793.08057,23792.19065,16500.16983,7581.068607,18883.05758,10415.62005,9897.84025,14148.08909,6812.203397
Subject03,v-cut-right-Rfirst,535.5767307,2041.889749,889.4962024,1617.921949,2835.514289,371.4838103,119.7885488,426.3622789,111.8201028,141.4659687,313.7884893,129.0779044,792.9953138,2078.736121,611.9657739,382.2564319,4757.420887,289.4709755,853.3057814,3704.597652,567.7268835,628.1017889,1936.410485,544.034553,2509.674606,1468.467049,313.6531367,769.6846632,687.0930305,235.8745753,1567.094659,5777.505649,483.8867609,3254.900514,10305.54534,1912.998804,5714.541912,14802.65413,2905.758623,3737.263354,6068.070042,1618.952254,8189.761572,17702.95522,2612.305861,2639.784011,14879.79518,2210.637401,835.1224919,4136.487951,943.2043504
Subject03,v-cut-right-Rfirst,500.0305998,1753.557239,880.5793033,1548.999146,3408.916109,1429.559832,92.72806548,535.6215428,115.700981,138.6476342,327.3326222,163.0197082,568.1251522,2025.533305,495.5022633,493.0687475,4447.507105,431.8177346,809.7416266,3605.210779,714.5014387,509.3250407,2023.595068,443.1575958,1967.384026,1113.541256,314.2575506,766.0321129,758.0582713,249.559301,1213.644635,5485.609153,583.0546528,1686.130088,10188.60841,1735.837135,2846.475156,15357.47679,3593.463917,2169.49828,4900.744296,2449.117501,8520.442969,14372.21617,3259.758501,2561.083658,14831.66183,2158.992459,1688.43305,4482.530679,819.5842312
Subject03,sit-to-stand,1939.301732,1947.599015,584.101809,3577.051842,902.9101236,85.76128749,222.3155212,202.6970687,119.6343783,201.7646625,120.7447949,118.2398834,467.4279317,291.4293059,150.9968076,328.4557377,539.6855643,56.94815594,199.4215942,1000.199502,522.7255002,407.7997778,268.6163648,104.696462,378.6960791,2421.624108,597.7047685,115.6957694,316.2611829,213.0947147,701.6249666,872.02777,348.1677958,3310.941835,3024.318935,1396.511337,2487.805353,1313.709848,892.9113368,1801.032986,1495.285547,1283.866208,1706.477716,1610.215223,1224.551866,1692.989035,1366.719255,1237.61321,406.3160051,497.8812875,431.5909448
Subject03,v-cut-left-Lfirst,345.3508892,3682.249961,1125.445912,595.0753106,2929.853176,549.3790654,117.9432484,1634.319566,457.6762038,136.7597558,1400.720869,234.5875576,64.59185027,1958.386874,1065.791172,60.00739183,2416.782653,2287.385215,233.8897229,3312.491403,2324.993162,42.46416099,1535.818086,1710.841741,157.1240407,2570.150142,2438.238159,117.8031655,582.0948611,431.6139377,328.8520667,4246.683194,3464.587757,565.372924,16482.94659,10105.65434,1239.769306,12652.9681,10473.33891,1135.195329,8188.514078,6538.032515,1556.465057,14667.62231,13323.75551,988.4464297,11154.98642,12664.84024,237.2751537,7964.130246,6030.909491
Subject03,jump-two-leg,2274.535548,4997.214484,1505.235684,1262.234909,2833.378351,2896.971883,336.912854,994.5026169,531.0662085,294.1655146,1897.867556,443.8515762,480.592653,2175.339253,4158.041463,579.1076894,3863.828525,3874.080704,1422.415746,4128.790027,3251.085007,563.9286001,1516.415788,3405.312726,3741.489007,5333.921307,1704.958176,402.8996465,860.1712216,291.9027181,1305.106155,3575.190424,6294.42847,4626.800795,16274.6035,7999.917393,3218.630389,12465.60477,14902.16615,1724.604457,4559.219641,9431.391413,2958.358902,14990.77613,12416.79401,2890.947241,14401.06528,14421.17401,694.6219104,2870.61228,1451.708744
Subject03,curve-right-spin-Rfirst,262.3384919,725.653688,467.1957569,1402.862394,1039.916127,237.4576759,100.0133827,131.7265558,98.72138364,147.8842262,254.6167945,186.7934429,791.0693201,1070.366386,545.4155565,259.3899297,757.0064907,221.995561,563.9821656,1185.329703,639.5263477,622.5569424,701.0779355,385.0318915,848.9396754,250.748798,151.5774325,436.2605728,183.5588936,116.1811179,1954.748142,2836.23745,625.7967829,3234.343315,2518.575725,1811.100469,8974.873051,7976.664968,2974.723082,5432.468498,2825.459776,1801.277602,3654.755658,3955.873158,2585.28573,7524.319917,7241.015119,2396.320855,1833.19431,385.4287071,824.3106783
Subject03,v-cut-left-Lfirst,482.7687905,2778.046858,1110.671644,781.9427188,2727.16763,768.0006253,598.6173431,1379.121963,395.3437531,400.875344,1861.259731,291.5039445,324.4568588,1062.561332,1341.070513,71.92798191,3112.864938,3948.470042,425.475384,2589.381713,2581.196554,287.4245499,1176.341865,1403.416615,75.99952454,2491.368272,2822.072045,85.02379546,507.3326152,310.2387074,555.0642929,4495.409606,4642.088906,1270.261672,16936.5375,13420.9434,1768.369683,8609.655883,12509.5972,1894.489608,5551.496484,4896.214707,1727.773395,12952.71033,14594.67163,2227.803478,8237.773896,11470.30962,376.1535711,10084.68178,5206.524168
Subject03,lateral-shuffle-left,1993.165887,2594.418604,988.3935482,1661.261968,2075.133301,2696.591967,301.9766744,469.1065276,214.8639202,833.5815764,1014.885514,260.7020597,1394.723236,2374.783685,1793.186943,1118.360135,4083.264944,1895.725686,1574.269183,3085.21131,1155.753919,812.1230895,3351.464601,1647.785015,2436.101028,1277.292194,2490.247931,636.7551726,634.2631998,695.9759,4060.200094,14920.04863,7114.041916,7343.062827,10689.06953,6999.491989,4119.404242,17954.33435,13195.17901,7715.206796,16820.53816,11487.16514,8405.065647,14186.41664,8364.743341,4747.130313,18727.13205,14118.7976,1137.245023,3905.537,1261.429988
Subject03,stand-to-sit,642.7082158,962.7354712,33.91325064,1243.310086,1504.37938,473.7231568,152.2260737,133.6272715,84.26251155,123.2230157,123.9713064,102.3398829,391.8861626,463.0087776,85.69724071,317.5802264,1211.287385,170.4335308,1066.116487,1001.72286,62.42662749,166.2248053,445.9892807,90.41441978,1012.228337,1940.559821,85.20509303,215.9965522,577.3714111,106.5809965,812.3540609,1020.446726,366.6652428,2605.36907,4027.114947,1165.787178,3644.298685,2560.444678,408.4383617,1946.977656,1889.880153,1310.347629,1807.913211,2841.665343,1290.216046,1743.028752,4723.200564,1050.194227,342.2994641,485.3885773,440.7237772
Subject03,stair-down,1073.930183,1684.998151,1120.191985,1235.382116,1458.012689,1046.978065,325.9466664,326.8399248,290.9317009,466.6430275,497.8260064,537.3083553,0,0,0,1679.184266,2067.863614,1703.973916,1093.228966,1997.021385,1453.768424,911.3108867,1312.562015,1386.949526,4362.541529,3385.308106,4005.803998,1411.963597,1096.594429,1391.870641,3544.899415,4999.189012,4475.431804,7512.926098,9505.637924,6975.75226,5967.958724,10415.62933,8800.789325,3527.373121,4258.075375,4408.139058,13064.75761,15058.43737,12873.5854,4826.257396,9226.618065,7096.837304,1053.190188,1061.03004,1235.137161
Subject03,curve-right-spin-Lfirst,566.7870956,557.3315997,662.1035496,813.514508,1623.064824,962.1874668,609.8898775,228.090065,235.6282076,396.147017,334.5348358,185.0936872,403.0182873,747.805751,1457.234987,154.6833176,822.1325999,974.8171871,256.3974489,1094.236683,1316.283821,276.0524051,579.224426,1328.046355,288.9423201,1833.592142,2031.360392,81.39266392,263.355055,448.4514098,714.3995085,2082.98629,2897.478084,642.751978,3252.061542,7821.856662,3948.342867,2589.338067,10345.13761,2576.955293,2802.628456,8687.325309,1754.419249,7229.440894,10392.40191,3018.108819,2711.93755,8563.420059,2885.725282,4073.5975,4523.026694
Subject03,lateral-shuffle-left,2042.253896,2335.345534,949.7316394,1985.878959,1644.067764,2375.915759,324.4331068,703.8230155,276.3025415,977.8353201,1097.257188,367.3642258,1504.877095,2816.247582,2398.018798,941.2519095,3624.315211,2253.611677,1492.765083,2329.13151,1527.65974,797.043187,3583.921366,2109.972967,2049.459238,1158.800814,1686.593276,536.0542073,743.4545111,524.4826118,9061.054118,13179.4059,8809.93248,6866.460031,9510.433203,7769.625605,5532.421175,17701.97833,15315.30278,9910.033869,14652.67354,12625.64969,9419.93221,14382.2746,7173.464712,7222.711858,19832.15258,13508.30648,1805.601709,3349.402072,1600.483316
Subject03,stand,460.1005093,318.9960064,338.7102573,75.15207327,77.70287353,73.93633157,98.140487,93.71605877,90.21873343,109.4805355,109.5392813,115.1110243,16.23879363,11.00290648,13.5755677,9.580072983,8.531039819,10.05230141,25.85378993,25.11311706,21.6220268,13.45782468,10.21190368,13.20292432,41.96510011,38.45607577,34.78237732,83.7073147,87.58214436,78.73697803,194.1075628,189.9249865,198.0506472,95.519468,94.42044779,109.6800133,89.21866017,73.21008872,105.444035,1277.991577,1317.894278,1181.523717,1197.675932,1117.125053,996.8794337,980.3696501,866.6977541,908.9679163,348.763153,465.5519506,454.4104168
Subject03,jump-one-leg,1677.249122,6679.588848,2713.000995,2109.990628,2432.530342,2821.108699,303.1342071,690.4902514,576.9813201,415.3421971,2143.195383,1048.856669,0,0,0,284.894384,1370.589058,4440.564822,580.7441034,1656.835827,3561.015383,564.5944913,1478.680826,2122.96338,1278.047275,2319.836166,1113.629206,440.1238737,474.3719336,546.1785439,1038.937904,2935.63943,4951.770189,3544.368837,7769.504958,7445.889855,4399.429294,9804.443031,11612.71313,2270.040496,4784.277659,5430.553459,3277.970098,10554.56173,12607.15153,3446.763124,8545.267547,12865.90233,331.6275005,991.1959765,2973.242691
Subject03,v-cut-left-Lfirst,1998.253375,1819.873339,707.7245747,1461.359874,2574.236299,350.7876045,843.1587556,1747.79374,172.4606682,876.3572672,1187.684704,157.8156073,226.8005064,1676.371011,969.2311468,300.600136,3558.441843,3054.073195,650.9665632,3491.075462,1913.759676,267.0603309,1239.910027,1180.758745,943.4879034,2726.756005,1317.799528,342.2383567,626.6642899,415.434915,1058.48123,6231.321149,2242.88612,2374.646541,20687.61374,6511.420156,1407.952835,13390.34895,10006.06275,1842.554014,7974.025582,3900.556323,4496.47248,17240.62222,5233.652183,2541.627977,11669.75433,10858.92082,625.6760491,8792.463309,968.4613108
Subject03,curve-right-spin-Rfirst,265.6896649,861.3486499,330.8202725,1722.298301,1240.114646,341.5017402,102.0038866,231.9298388,96.1037267,155.4201358,325.088746,157.1113083,615.1240492,919.765521,244.3675402,176.856647,1337.652993,163.5277167,581.6171338,1351.296339,558.6311539,489.6756245,712.1568456,227.1370345,637.3830403,410.7619293,63.3916158,463.4365329,183.6704727,176.6051852,1385.115027,3133.175232,400.5837549,2640.258712,2896.726369,788.739192,7913.884767,7757.697609,1662.710546,5324.116288,2663.826038,1348.59594,3192.598785,3868.418479,1982.89794,6850.761912,7544.908285,1644.668888,283.2096254,327.8575776,388.1704202
Subject03,curve-left-step,419.6146217,768.8445197,510.5361657,1072.731172,1356.069787,950.171387,301.7066108,194.2245319,172.6462569,349.7817205,304.4349115,222.4559203,768.5919803,1184.619428,880.7032763,866.258121,1829.900454,943.0114747,818.4788994,2294.117422,1193.618113,598.8891054,1012.850787,747.1082864,2601.6497,2658.355232,2383.035906,597.3666984,834.0748487,692.9391528,2222.563392,4180.208936,2905.70456,7413.097134,11594.74245,9201.225106,7652.538848,12024.60757,9433.896638,3938.420385,6237.877643,6266.817557,13226.2197,19715.76905,13515.14772,5275.944969,9213.664703,6448.414745,3031.10388,5362.706793,5246.630804
Subject03,stair-down,1349.947138,1421.84728,1043.772657,850.891809,866.3176299,673.0710055,494.7351372,489.1000071,149.3507456,550.5290795,660.4360626,651.730356,0,0,0,1371.993864,1735.760805,1730.424585,1181.194682,1482.214436,1357.099338,1144.963519,1482.58122,1650.627657,4073.627137,3384.399774,4360.421494,1229.758252,1045.035665,1430.372066,3796.405715,4620.684589,4523.570161,9278.0284,10323.09153,7881.575543,6545.095994,8854.96001,10449.92282,3356.98956,4120.525059,4340.544428,14599.26649,16441.08752,15695.89594,6320.938554,8135.683696,9091.692609,1075.206602,1173.601945,949.381635
Subject03,stair-down,1471.393822,1403.897622,590.7984279,965.0555194,1005.790573,497.9395429,423.1842215,573.6896588,151.7815881,660.0813,878.750318,280.4215538,0,0,0,1290.263319,2038.516298,1197.420819,1624.944183,1921.871998,1297.260645,1382.962095,1601.594787,1212.809203,3560.669961,3581.394428,2736.995205,1176.619387,1108.382655,864.3417734,4283.6507,4683.655113,3444.416892,10553.61258,11036.01286,7487.778124,9132.596304,9709.652799,8274.441323,3727.090817,4727.499905,4187.091242,15433.65681,17833.20118,14147.91372,8042.117335,8938.192197,8922.267711,2322.652914,1271.037694,1429.532992
Subject03,lateral-shuffle-right,1777.070552,1539.087571,863.6320442,1337.900285,2519.023395,1129.607748,398.3894794,702.7118425,330.4201964,693.6368391,1198.889052,619.6289923,1440.095345,4049.899436,2288.695415,1496.632496,4880.693895,1880.411319,1690.568532,4104.328168,2242.720546,1075.543954,3987.287134,1357.988215,2002.88056,997.2482034,1239.270206,754.7209065,701.246184,486.8666916,8886.634662,12836.23979,6393.088345,6290.588819,9460.900396,5885.369713,7740.211372,18849.43102,11248.95797,8109.242001,12750.82927,7613.660637,8515.453256,14341.34027,8575.333243,9860.817613,17488.09019,9261.625604,1326.774763,5407.421591,1957.116277
Subject03,lateral-shuffle-left,2038.173711,2642.744428,559.4371067,1937.821344,2037.703182,1828.056397,255.3710055,391.5444839,278.7825869,921.8226662,986.1610228,430.3982376,1639.125442,2666.160767,2047.383708,1263.663157,3767.069761,1824.364954,1525.406636,2561.60041,1065.826051,1097.673773,3565.203409,1868.46426,2250.460335,1654.660272,2189.031392,521.9548074,645.0224774,772.5062245,8000.949854,14015.97212,5813.640377,7168.003804,9060.187605,7232.769469,6502.683565,16907.25805,10978.35336,10231.07851,15105.98825,11616.64372,8914.973539,12356.56308,7058.743559,7643.597237,18350.49241,11049.29061,1435.377427,5322.143211,907.926108
Subject03,stair-up,2155.601845,2081.388456,1695.146044,2265.040191,3018.634936,424.895402,1067.897737,798.8693674,188.9342879,1353.494998,1210.083588,252.1537758,0,0,0,2428.960289,2913.892675,1723.146628,1463.4784,2248.900455,1376.404712,1103.479199,1580.72252,757.4129035,4760.525131,3890.015088,4345.587876,1594.494732,1061.384588,1258.801856,4454.905734,5661.562545,4374.863784,14029.24659,15689.17147,14209.20564,10243.66162,12112.39859,10083.47586,4566.735914,4633.629366,3201.713688,14663.01661,14418.93701,14617.00224,10669.78963,11812.02866,7267.546736,2188.020181,2199.021866,819.7593837
Subject03,run,620.9612445,2002.911928,982.7652416,2302.34116,3130.326754,1639.134745,565.5554886,510.3174514,819.9006352,1347.294849,957.303589,320.5500106,753.0835614,2476.679881,1890.999272,2476.731623,6300.780575,3579.309015,1789.748819,5799.951875,2932.896303,726.0412476,3216.666828,1669.409391,3440.422528,2539.554852,3452.82713,538.5224869,873.8754852,912.7234751,2920.074929,6973.725642,3898.904347,9907.683064,19878.13955,13699.17929,7375.460213,18495.05275,13939.29437,4280.679424,8283.301613,4803.142094,13350.94779,24184.23254,16247.50753,5495.881851,17229.04086,12985.06159,6177.728152,9450.641408,10797.54476
Subject03,stand-to-sit,1000.690551,363.7744969,104.4695198,1749.646437,1273.196946,541.5162756,142.8534819,136.8344149,88.01957041,148.4609542,125.8619433,113.0962249,386.0581466,519.6534771,324.5098623,274.9335866,1205.439156,205.156348,914.9440193,1038.62727,191.5828467,158.7153294,477.8861515,309.4723708,1304.038848,1811.965356,86.08788529,165.9399928,658.3233856,110.61931,821.7768192,1563.627829,716.4734804,3386.879793,4481.494694,1783.184254,3791.535013,3255.517159,1296.879073,2314.646236,2227.09742,1641.691078,1911.267952,2251.890466,1321.623866,1616.767846,2762.624915,1225.460477,320.7437795,249.2539168,1001.410354
Subject03,curve-left-spin-Rfirst,166.4494921,625.8855858,562.4938123,707.2115629,1091.319337,693.4376848,110.2639519,204.8921429,108.1320927,310.8998953,186.7210765,144.2485774,660.0426364,1044.200901,412.6933562,433.5149055,1075.762542,116.0249664,722.654648,1120.71597,437.2298193,665.1643822,1026.538609,220.2748255,2541.036013,1386.052981,257.7964981,348.8622852,417.8216769,98.55607967,2341.366013,2104.886583,667.27358,3856.698949,2137.866886,1458.018585,9169.074809,7459.978135,3144.17472,7247.292965,6492.889146,1908.829147,9967.747151,11412.48723,1988.416267,6377.815119,6211.744767,2627.430521,4258.207787,4668.104383,4363.442486
Subject03,sit-to-stand,1306.668953,1510.527245,249.9644552,2287.682498,188.145051,145.5481061,215.0702401,324.0177742,131.3647086,169.3118458,149.0219164,189.6130071,190.038288,309.7087994,147.9245589,298.3850453,1052.101912,118.5435906,155.9552278,1184.140499,777.1109646,124.9655747,211.1467834,170.7491735,91.76388391,2181.120304,923.1375634,89.3814964,260.1233309,341.0316189,419.5206506,1219.686203,487.5823719,2369.730676,1997.092894,2446.373739,2967.830805,2159.06068,1764.82008,1573.036602,1760.390661,1401.757189,1502.647063,2377.56411,1643.088147,1276.730482,1763.058718,1655.329423,328.0132009,373.2311715,471.5188635
Subject03,jump-one-leg,1618.907531,6666.259561,2569.577228,2241.054231,2542.331581,1991.455738,330.6705675,1089.868143,516.4420039,355.5609385,2229.665708,1350.387044,0,0,0,450.0510643,1383.528158,4660.02924,729.2677591,1853.113336,3602.520532,563.8071768,1327.641064,2815.700296,1143.30401,2367.311694,1083.452263,366.0198804,525.5965119,530.1956417,1315.115269,2937.165708,5033.488486,4696.546872,10197.85959,8338.866236,4750.984166,6851.008079,12520.53815,2242.710408,3199.515673,7602.365404,4014.240624,10080.33024,12730.15217,3711.634419,9840.474985,15663.04385,402.0409717,693.9122261,2635.351069
Subject03,curve-left-spin-Lfirst,719.419014,316.7503714,571.6379421,720.1584039,1465.857155,179.2751848,145.4997075,565.2115032,120.2257629,280.0783593,300.7852657,148.1762929,211.3791578,664.3908764,966.2382341,83.66116468,355.1522309,662.5334864,106.1267497,712.6905307,855.3457172,178.7535379,660.9813741,795.2213005,121.6806614,1968.685773,1104.74509,204.6458925,137.4110555,332.7634314,537.0171469,4168.09132,1931.157962,430.5117897,3421.008424,3474.548766,1470.298466,7943.763273,12293.95755,1546.928678,2900.949857,6915.657012,1387.856413,9219.278281,8032.000514,1533.055937,8029.001083,10052.69376,772.9476777,1663.91265,1078.071493
Subject03,curve-left-step,529.0045533,824.6660338,555.8166991,1063.528901,1621.0255,749.1341187,263.9522597,252.8564091,164.3744657,481.1504949,368.4180174,223.6193888,869.55841,1323.54418,853.6545802,1012.183667,1864.826334,1031.304923,943.0630378,2394.772559,1123.958914,802.5466956,1149.620888,841.2831029,2595.578822,2625.446021,2539.919298,666.8897585,829.0945889,942.0205172,2912.821541,4250.433648,3265.695876,7875.654693,12304.31707,9121.907434,8312.186028,12382.36049,9845.503538,4463.706359,5719.506401,7626.883622,13423.27679,20350.98161,14260.00322,5969.030804,10025.14803,6462.448002,3164.896814,6639.744811,5126.072031
Subject03,lateral-shuffle-right,1940.372436,1774.699313,920.8741214,1612.708273,3035.558338,1133.446272,365.8226048,731.8132732,251.3326593,511.4770919,1435.916891,673.6663186,1809.142433,3742.386534,2697.376777,1238.554914,3898.011514,1745.058871,1753.551027,3350.365659,1571.63845,1548.750136,3371.287465,1501.589731,1796.677236,1031.996522,1190.20807,637.3633114,699.7766957,559.5630283,7757.140782,13267.90385,7124.688718,4834.89694,9502.917027,5241.750107,10182.94371,17302.97423,13195.13546,8294.536407,13165.703,11325.52253,5253.074318,14090.03883,10450.68853,7672.830042,17634.94811,12055.70948,1620.626461,5507.52526,2564.583296
Subject03,curve-right-spin-Lfirst,504.939657,526.0608057,481.2865306,583.2827678,1229.585732,1216.259657,318.2829469,177.0177875,282.3568663,359.8310326,380.6862918,180.1118735,374.2967439,673.5961246,1099.544853,136.7423355,796.0524114,1138.822203,283.8222011,764.9278529,1437.923384,219.9959227,753.7643194,1038.413167,311.2395516,654.62618,2249.864745,94.78224929,457.6284445,678.2505526,763.2646749,3122.639347,3974.802805,432.2839994,5780.434874,9716.996071,2505.336152,3054.272035,11783.57284,1986.471334,2758.086418,6847.585452,1785.232797,4439.045903,13021.64256,1912.707963,3498.895001,8052.48929,491.0509465,1741.404828,4917.779922
Subject03,curve-left-step,597.3776493,814.3458456,499.0634925,1159.005892,1706.607239,868.1627697,211.1155012,239.1248073,262.8598763,375.9288139,332.4612321,303.4620948,977.1149707,1294.271607,904.6202519,958.1106362,1794.451989,1376.033226,947.5063311,2429.729335,1400.9696,751.8992025,998.0072544,976.8054763,2663.816926,2710.355006,2406.447884,643.4299903,827.1873235,761.2877078,2634.763244,4273.283443,3268.121824,7739.001499,12124.2181,10423.77599,9536.80221,12622.6448,9822.856192,4832.815832,6287.56298,6713.664117,14037.67804,20202.86491,14874.71903,6694.817671,8745.273441,7846.995452,4666.191297,7251.182417,5313.611856
Subject03,curve-right-spin-Rfirst,300.4046376,754.1284891,738.3063646,1202.976692,1426.72087,970.811147,103.07565,132.9515728,132.6002354,156.2908558,197.7419412,142.842967,547.8009627,616.0115472,283.9755228,198.4782128,804.9031454,80.5584766,581.1467141,1202.018416,348.5159071,546.1492487,447.1892285,245.8202312,499.0659869,196.0158193,78.08758976,330.0775801,226.904115,93.48040617,1557.747693,2756.117401,450.2544374,3082.976144,1904.855372,697.5814927,7756.796257,4643.767664,2227.42151,4825.218521,1458.843123,1937.657561,2492.474267,3218.084025,1159.573188,7330.722707,6060.420388,2094.516398,197.0168655,283.143729,391.7243226
Subject03,sit,31.21361547,32.7122658,34.08385685,262.7164919,242.2155224,261.5760374,81.7292679,82.21880649,82.904284,99.21074089,101.6304211,101.0772879,13.99953446,17.15597457,11.69642114,14.21555338,17.61076812,10.75603453,17.03452353,18.38866335,13.40389092,15.18751772,14.6331709,11.41204742,55.29531073,69.52362869,68.41405965,72.44391399,80.88132752,73.36060341,201.6130889,198.3980676,197.8804821,87.03792131,100.834554,98.56756669,84.66171942,86.46692101,50.70407506,1271.169247,1175.99846,1205.837241,980.1409074,1074.300586,1224.991861,951.2211577,911.4622764,888.8904015,616.0063196,223.5548284,243.252587
Subject03,walk,421.7092117,548.6823233,700.9244692,664.4086453,1185.591638,816.9642754,176.406601,350.8897394,290.1828823,374.5729064,249.968089,240.5439885,573.6779255,853.0907095,778.1909221,672.0113761,1562.849413,1287.42649,697.7961199,1853.877179,1663.709525,412.0051915,771.1004423,833.9916218,2601.260604,2444.376889,2279.992838,404.0442368,697.2025668,627.4315037,2103.022637,3081.572567,3047.778888,6692.727773,10721.32644,9868.049946,6513.022756,11172.72285,9017.622602,2543.902861,3271.423502,3715.345649,11295.89222,17392.14964,15263.09943,4054.786998,6636.438163,6927.47782,1553.519559,2834.076712,2498.081499
Subject03,v-cut-left-Rfirst,887.0140152,2009.561267,501.49188,1621.790606,3902.558869,745.8066079,1231.914496,436.0628775,112.5848283,434.1165825,437.8370814,139.9750832,628.1459132,2075.519843,409.3488452,1644.085948,4686.897584,103.1431557,2323.456639,4957.50455,217.5446413,890.9766216,2653.522735,191.3255465,3648.707842,2278.841673,347.0048807,506.3388197,762.4314181,231.7859038,2798.895673,6496.224911,714.9276144,10468.73797,11863.37451,1918.078086,9702.449414,15208.53893,3741.85481,3819.684372,7338.850687,1691.540884,15637.24523,19867.88517,1771.560905,7716.410423,17529.93483,2347.862528,4480.755204,5012.03692,258.2959935
