Subject,Datafile,Label
Subject01,Subject01/Subject01_Aufnahme399.csv,stair-up
Subject01,Subject01/Subject01_Aufnahme400.csv,curve-right-step
Subject01,Subject01/Subject01_Aufnahme401.csv,walk
Subject01,Subject01/Subject01_Aufnahme402.csv,stair-up
Subject01,Subject01/Subject01_Aufnahme403.csv,sit
Subject01,Subject01/Subject01_Aufnahme404.csv,v-cut-right-Lfirst
Subject01,Subject01/Subject01_Aufnahme405.csv,walk
Subject01,Subject01/Subject01_Aufnahme406.csv,jump-one-leg
Subject01,Subject01/Subject01_Aufnahme407.csv,lateral-shuffle-right
Subject01,Subject01/Subject01_Aufnahme408.csv,lateral-shuffle-right
Subject01,Subject01/Subject01_Aufnahme409.csv,lateral-shuffle-left
Subject01,Subject01/Subject01_Aufnahme410.csv,curve-left-spin-Lfirst
Subject01,Subject01/Subject01_Aufnahme411.csv,stand
Subject01,Subject01/Subject01_Aufnahme412.csv,lateral-shuffle-left
Subject01,Subject01/Subject01_Aufnahme413.csv,v-cut-right-Lfirst
Subject01,Subject01/Subject01_Aufnahme414.csv,curve-left-spin-Rfirst
Subject01,Subject01/Subject01_Aufnahme415.csv,sit-to-stand
Subject01,Subject01/Subject01_Aufnahme416.csv,run
Subject01,Subject01/Subject01_Aufnahme417.csv,v-cut-left-Rfirst
Subject01,Subject01/Subject01_Aufnahme418.csv,jump-one-leg
Subject01,Subject01/Subject01_Aufnahme419.csv,stand-to-sit
Subject01,Subject01/Subject01_Aufnahme420.csv,run
Subject01,Subject01/Subject01_Aufnahme421.csv,jump-two-leg
Subject01,Subject01/Subject01_Aufnahme422.csv,stand
Subject01,Subject01/Subject01_Aufnahme423.csv,sit-to-stand
Subject01,Subject01/Subject01_Aufnahme424.csv,walk
Subject01,Subject01/Subject01_Aufnahme425.csv,stand
Subject01,Subject01/Subject01_Aufnahme426.csv,v-cut-right-Rfirst
Subject01,Subject01/Subject01_Aufnahme427.csv,v-cut-left-Lfirst
Subject01,Subject01/Subject01_Aufnahme428.csv,lateral-shuffle-left
Subject01,Subject01/Subject01_Aufnahme429.csv,stand
Subject01,Subject01/Subject01_Aufnahme430.csv,walk
Subject01,Subject01/Subject01_Aufnahme431.csv,v-cut-left-Lfirst
Subject01,Subject01/Subject01_Aufnahme432.csv,stand
Subject01,Subject01/Subject01_Aufnahme433.csv,jump-two-leg
Subject01,Subject01/Subject01_Aufnahme434.csv,curve-right-spin-Rfirst
Subject01,Subject01/Subject01_Aufnahme435.csv,sit
Subject01,Subject01/Subject01_Aufnahme436.csv,v-cut-left-Lfirst
Subject01,Subject01/Subject01_Aufnahme437.csv,v-cut-right-Rfirst
Subject01,Subject01/Subject01_Aufnahme438.csv,curve-right-spin-Lfirst
Subject01,Subject01/Subject01_Aufnahme439.csv,walk
Subject10,Subject10/Subject10_Aufnahme000.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme001.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme002.csv,stair-down
Subject10,Subject10/Subject10_Aufnahme003.csv,run
Subject10,Subject10/Subject10_Aufnahme004.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme005.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme006.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme007.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme008.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme009.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme010.csv,jump-one-leg
Subject10,Subject10/Subject10_Aufnahme011.csv,walk
Subject10,Subject10/Subject10_Aufnahme012.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme013.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme014.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme015.csv,stand
Subject10,Subject10/Subject10_Aufnahme016.csv,sit-to-stand
Subject10,Subject10/Subject10_Aufnahme017.csv,v-cut-left-Rfirst
Subject10,Subject10/Subject10_Aufnahme018.csv,jump-two-leg
Subject10,Subject10/Subject10_Aufnahme019.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme020.csv,v-cut-left-Lfirst
Subject10,Subject10/Subject10_Aufnahme021.csv,jump-two-leg
Subject10,Subject10/Subject10_Aufnahme022.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme023.csv,curve-right-step
Subject10,Subject10/Subject10_Aufnahme024.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme025.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme026.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme027.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme028.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme029.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme030.csv,run
Subject10,Subject10/Subject10_Aufnahme031.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme032.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme033.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme034.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme035.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme036.csv,stand
Subject10,Subject10/Subject10_Aufnahme037.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme038.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme039.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme040.csv,sit-to-stand
Subject10,Subject10/Subject10_Aufnahme041.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme042.csv,walk
Subject10,Subject10/Subject10_Aufnahme043.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme044.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme045.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme046.csv,v-cut-left-Rfirst
Subject10,Subject10/Subject10_Aufnahme047.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme048.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme049.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme050.csv,curve-right-step
Subject10,Subject10/Subject10_Aufnahme051.csv,sit-to-stand
Subject10,Subject10/Subject10_Aufnahme052.csv,v-cut-left-Rfirst
Subject10,Subject10/Subject10_Aufnahme053.csv,run
Subject10,Subject10/Subject10_Aufnahme054.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme055.csv,curve-right-step
Subject10,Subject10/Subject10_Aufnahme056.csv,curve-right-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme057.csv,run
Subject10,Subject10/Subject10_Aufnahme058.csv,v-cut-left-Rfirst
Subject10,Subject10/Subject10_Aufnahme059.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme060.csv,jump-one-leg
Subject10,Subject10/Subject10_Aufnahme061.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme062.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme063.csv,walk
Subject10,Subject10/Subject10_Aufnahme064.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme065.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme066.csv,sit-to-stand
Subject10,Subject10/Subject10_Aufnahme067.csv,sit
Subject10,Subject10/Subject10_Aufnahme068.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme069.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme070.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme071.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme072.csv,stair-down
Subject10,Subject10/Subject10_Aufnahme073.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme074.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme075.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme076.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme077.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme078.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme079.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme080.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme081.csv,stand
Subject10,Subject10/Subject10_Aufnahme082.csv,sit
Subject10,Subject10/Subject10_Aufnahme083.csv,sit
Subject10,Subject10/Subject10_Aufnahme084.csv,curve-right-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme085.csv,sit-to-stand
Subject10,Subject10/Subject10_Aufnahme086.csv,sit
Subject10,Subject10/Subject10_Aufnahme087.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme088.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme089.csv,sit-to-stand
Subject10,Subject10/Subject10_Aufnahme090.csv,jump-two-leg
Subject10,Subject10/Subject10_Aufnahme091.csv,walk
Subject10,Subject10/Subject10_Aufnahme092.csv,jump-two-leg
Subject10,Subject10/Subject10_Aufnahme093.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme094.csv,jump-two-leg
Subject10,Subject10/Subject10_Aufnahme095.csv,sit
Subject10,Subject10/Subject10_Aufnahme096.csv,curve-right-step
Subject10,Subject10/Subject10_Aufnahme097.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme098.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme099.csv,sit
Subject10,Subject10/Subject10_Aufnahme100.csv,v-cut-left-Rfirst
Subject10,Subject10/Subject10_Aufnahme101.csv,curve-right-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme102.csv,walk
Subject10,Subject10/Subject10_Aufnahme103.csv,stair-down
Subject10,Subject10/Subject10_Aufnahme104.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme105.csv,curve-right-step
Subject10,Subject10/Subject10_Aufnahme106.csv,curve-right-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme107.csv,walk
Subject10,Subject10/Subject10_Aufnahme108.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme109.csv,stand
Subject10,Subject10/Subject10_Aufnahme110.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme111.csv,walk
Subject10,Subject10/Subject10_Aufnahme112.csv,curve-right-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme113.csv,walk
Subject10,Subject10/Subject10_Aufnahme114.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme115.csv,jump-two-leg
Subject10,Subject10/Subject10_Aufnahme116.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme117.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme118.csv,walk
Subject10,Subject10/Subject10_Aufnahme119.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme120.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme121.csv,stair-down
Subject10,Subject10/Subject10_Aufnahme122.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme123.csv,curve-right-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme124.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme125.csv,jump-two-leg
Subject10,Subject10/Subject10_Aufnahme126.csv,sit
Subject10,Subject10/Subject10_Aufnahme127.csv,jump-one-leg
Subject10,Subject10/Subject10_Aufnahme128.csv,jump-two-leg
Subject10,Subject10/Subject10_Aufnahme129.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme130.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme131.csv,sit
Subject10,Subject10/Subject10_Aufnahme132.csv,stair-up
Subject10,Subject10/Subject10_Aufnahme133.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme134.csv,curve-right-step
Subject10,Subject10/Subject10_Aufnahme135.csv,jump-two-leg
Subject10,Subject10/Subject10_Aufnahme136.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme137.csv,curve-right-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme138.csv,curve-right-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme139.csv,jump-two-leg
Subject10,Subject10/Subject10_Aufnahme140.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme141.csv,jump-one-leg
Subject10,Subject10/Subject10_Aufnahme142.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme143.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme144.csv,walk
Subject10,Subject10/Subject10_Aufnahme145.csv,sit-to-stand
Subject10,Subject10/Subject10_Aufnahme146.csv,curve-right-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme147.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme148.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme149.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme150.csv,stair-down
Subject10,Subject10/Subject10_Aufnahme151.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme152.csv,stair-down
Subject10,Subject10/Subject10_Aufnahme153.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme154.csv,jump-one-leg
Subject10,Subject10/Subject10_Aufnahme155.csv,curve-right-step
Subject10,Subject10/Subject10_Aufnahme156.csv,stand
Subject10,Subject10/Subject10_Aufnahme157.csv,sit
Subject10,Subject10/Subject10_Aufnahme158.csv,jump-two-leg
Subject10,Subject10/Subject10_Aufnahme159.csv,jump-two-leg
Subject10,Subject10/Subject10_Aufnahme160.csv,run
Subject10,Subject10/Subject10_Aufnahme161.csv,curve-right-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme162.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme163.csv,run
Subject10,Subject10/Subject10_Aufnahme164.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme165.csv,jump-one-leg
Subject10,Subject10/Subject10_Aufnahme166.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme167.csv,run
Subject10,Subject10/Subject10_Aufnahme168.csv,sit
Subject10,Subject10/Subject10_Aufnahme169.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme170.csv,jump-two-leg
Subject10,Subject10/Subject10_Aufnahme171.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme172.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme173.csv,v-cut-left-Rfirst
Subject10,Subject10/Subject10_Aufnahme174.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme175.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme176.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme177.csv,walk
Subject10,Subject10/Subject10_Aufnahme178.csv,curve-right-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme179.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme180.csv,jump-one-leg
Subject10,Subject10/Subject10_Aufnahme181.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme182.csv,v-cut-left-Rfirst
Subject10,Subject10/Subject10_Aufnahme183.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme184.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme185.csv,stand
Subject10,Subject10/Subject10_Aufnahme186.csv,stand
Subject10,Subject10/Subject10_Aufnahme187.csv,walk
Subject10,Subject10/Subject10_Aufnahme188.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme189.csv,curve-right-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme190.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme191.csv,curve-right-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme192.csv,run
Subject10,Subject10/Subject10_Aufnahme193.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme194.csv,walk
Subject10,Subject10/Subject10_Aufnahme195.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme196.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme197.csv,stand
Subject10,Subject10/Subject10_Aufnahme198.csv,sit-to-stand
Subject10,Subject10/Subject10_Aufnahme199.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme200.csv,run
Subject10,Subject10/Subject10_Aufnahme201.csv,sit
Subject10,Subject10/Subject10_Aufnahme202.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme203.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme204.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme205.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme206.csv,run
Subject10,Subject10/Subject10_Aufnahme207.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme208.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme209.csv,jump-one-leg
Subject10,Subject10/Subject10_Aufnahme210.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme211.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme212.csv,run
Subject10,Subject10/Subject10_Aufnahme213.csv,run
Subject10,Subject10/Subject10_Aufnahme214.csv,curve-right-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme215.csv,sit
Subject10,Subject10/Subject10_Aufnahme216.csv,sit-to-stand
Subject10,Subject10/Subject10_Aufnahme217.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme218.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme219.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme220.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme221.csv,sit-to-stand
Subject10,Subject10/Subject10_Aufnahme222.csv,walk
Subject10,Subject10/Subject10_Aufnahme223.csv,v-cut-left-Rfirst
Subject10,Subject10/Subject10_Aufnahme224.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme225.csv,run
Subject10,Subject10/Subject10_Aufnahme226.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme227.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme228.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme229.csv,curve-right-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme230.csv,curve-right-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme231.csv,jump-two-leg
Subject10,Subject10/Subject10_Aufnahme232.csv,jump-two-leg
Subject10,Subject10/Subject10_Aufnahme233.csv,curve-right-step
Subject10,Subject10/Subject10_Aufnahme234.csv,jump-one-leg
Subject10,Subject10/Subject10_Aufnahme235.csv,run
Subject10,Subject10/Subject10_Aufnahme236.csv,run
Subject10,Subject10/Subject10_Aufnahme237.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme238.csv,curve-right-step
Subject10,Subject10/Subject10_Aufnahme239.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme240.csv,sit
Subject10,Subject10/Subject10_Aufnahme241.csv,curve-right-step
Subject10,Subject10/Subject10_Aufnahme242.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme243.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme244.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme245.csv,jump-one-leg
Subject10,Subject10/Subject10_Aufnahme246.csv,run
Subject10,Subject10/Subject10_Aufnahme247.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme248.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme249.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme250.csv,curve-right-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme251.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme252.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme253.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme254.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme255.csv,jump-one-leg
Subject10,Subject10/Subject10_Aufnahme256.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme257.csv,curve-right-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme258.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme259.csv,jump-one-leg
Subject10,Subject10/Subject10_Aufnahme260.csv,sit
Subject10,Subject10/Subject10_Aufnahme261.csv,curve-right-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme262.csv,curve-right-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme263.csv,curve-right-step
Subject10,Subject10/Subject10_Aufnahme264.csv,run
Subject10,Subject10/Subject10_Aufnahme265.csv,v-cut-left-Rfirst
Subject10,Subject10/Subject10_Aufnahme266.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme267.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme268.csv,curve-right-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme269.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme270.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme271.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme272.csv,v-cut-left-Lfirst
Subject10,Subject10/Subject10_Aufnahme273.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme274.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme275.csv,curve-right-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme276.csv,curve-right-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme277.csv,stand
Subject10,Subject10/Subject10_Aufnahme278.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme279.csv,v-cut-left-Rfirst
Subject10,Subject10/Subject10_Aufnahme280.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme281.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme282.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme283.csv,stand
Subject10,Subject10/Subject10_Aufnahme284.csv,curve-right-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme285.csv,sit-to-stand
Subject10,Subject10/Subject10_Aufnahme286.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme287.csv,stand
Subject10,Subject10/Subject10_Aufnahme288.csv,jump-one-leg
Subject10,Subject10/Subject10_Aufnahme289.csv,curve-right-step
Subject10,Subject10/Subject10_Aufnahme290.csv,stair-down
Subject10,Subject10/Subject10_Aufnahme291.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme292.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme293.csv,curve-right-step
Subject10,Subject10/Subject10_Aufnahme294.csv,walk
Subject10,Subject10/Subject10_Aufnahme295.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme296.csv,sit
Subject10,Subject10/Subject10_Aufnahme297.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme298.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme299.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme300.csv,v-cut-left-Lfirst
Subject10,Subject10/Subject10_Aufnahme301.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme302.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme303.csv,stand
Subject10,Subject10/Subject10_Aufnahme304.csv,stand
Subject10,Subject10/Subject10_Aufnahme305.csv,walk
Subject10,Subject10/Subject10_Aufnahme306.csv,curve-right-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme307.csv,curve-right-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme308.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme309.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme310.csv,curve-right-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme311.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme312.csv,curve-right-step
Subject10,Subject10/Subject10_Aufnahme313.csv,run
Subject10,Subject10/Subject10_Aufnahme314.csv,v-cut-left-Lfirst
Subject10,Subject10/Subject10_Aufnahme315.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme316.csv,curve-right-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme317.csv,curve-right-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme318.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme319.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme320.csv,stand
Subject10,Subject10/Subject10_Aufnahme321.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme322.csv,v-cut-left-Rfirst
Subject10,Subject10/Subject10_Aufnahme323.csv,lateral-shuffle-left
Subject10,Subject10/Subject10_Aufnahme324.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme325.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme326.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme327.csv,walk
Subject10,Subject10/Subject10_Aufnahme328.csv,curve-right-step
Subject10,Subject10/Subject10_Aufnahme329.csv,v-cut-right-Rfirst
Subject10,Subject10/Subject10_Aufnahme330.csv,walk
Subject10,Subject10/Subject10_Aufnahme331.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme332.csv,v-cut-right-Lfirst
Subject10,Subject10/Subject10_Aufnahme333.csv,jump-two-leg
Subject10,Subject10/Subject10_Aufnahme334.csv,jump-one-leg
Subject10,Subject10/Subject10_Aufnahme335.csv,stand
Subject10,Subject10/Subject10_Aufnahme336.csv,curve-left-step
Subject10,Subject10/Subject10_Aufnahme337.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme338.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme339.csv,run
Subject10,Subject10/Subject10_Aufnahme340.csv,run
Subject10,Subject10/Subject10_Aufnahme341.csv,walk
Subject10,Subject10/Subject10_Aufnahme342.csv,walk
Subject10,Subject10/Subject10_Aufnahme343.csv,sit
Subject10,Subject10/Subject10_Aufnahme344.csv,curve-right-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme345.csv,curve-left-spin-Rfirst
Subject10,Subject10/Subject10_Aufnahme346.csv,stand-to-sit
Subject10,Subject10/Subject10_Aufnahme347.csv,sit-to-stand
Subject10,Subject10/Subject10_Aufnahme348.csv,sit
Subject10,Subject10/Subject10_Aufnahme349.csv,v-cut-left-Rfirst
Subject10,Subject10/Subject10_Aufnahme350.csv,curve-right-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme351.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme352.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme353.csv,curve-right-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme354.csv,lateral-shuffle-right
Subject10,Subject10/Subject10_Aufnahme355.csv,curve-left-spin-Lfirst
Subject10,Subject10/Subject10_Aufnahme356.csv,v-cut-left-Rfirst
