"","Subject","Datafile","Label"
"368","Subject01","Subject01/Subject01_Aufnahme367.csv","sit"
"369","Subject01","Subject01/Subject01_Aufnahme368.csv","run"
"370","Subject01","Subject01/Subject01_Aufnahme369.csv","stair-down"
"371","Subject01","Subject01/Subject01_Aufnahme370.csv","stair-up"
"372","Subject01","Subject01/Subject01_Aufnahme371.csv","curve-left-step"
"373","Subject01","Subject01/Subject01_Aufnahme372.csv","run"
"374","Subject01","Subject01/Subject01_Aufnahme373.csv","curve-right-step"
"375","Subject01","Subject01/Subject01_Aufnahme374.csv","v-cut-right-Rfirst"
"376","Subject01","Subject01/Subject01_Aufnahme375.csv","v-cut-right-Rfirst"
"377","Subject01","Subject01/Subject01_Aufnahme376.csv","stand-to-sit"
"378","Subject01","Subject01/Subject01_Aufnahme377.csv","v-cut-left-Lfirst"
"379","Subject01","Subject01/Subject01_Aufnahme378.csv","run"
"380","Subject01","Subject01/Subject01_Aufnahme379.csv","stand-to-sit"
"381","Subject01","Subject01/Subject01_Aufnahme380.csv","stair-up"
"382","Subject01","Subject01/Subject01_Aufnahme381.csv","sit-to-stand"
"383","Subject01","Subject01/Subject01_Aufnahme382.csv","stand-to-sit"
"384","Subject01","Subject01/Subject01_Aufnahme383.csv","sit-to-stand"
"385","Subject01","Subject01/Subject01_Aufnahme384.csv","sit"
"386","Subject01","Subject01/Subject01_Aufnahme385.csv","sit"
"387","Subject01","Subject01/Subject01_Aufnahme386.csv","run"
"388","Subject01","Subject01/Subject01_Aufnahme387.csv","lateral-shuffle-right"
"389","Subject01","Subject01/Subject01_Aufnahme388.csv","v-cut-left-Lfirst"
"390","Subject01","Subject01/Subject01_Aufnahme389.csv","curve-left-spin-Rfirst"
"391","Subject01","Subject01/Subject01_Aufnahme390.csv","sit"
"392","Subject01","Subject01/Subject01_Aufnahme391.csv","v-cut-left-Rfirst"
"393","Subject01","Subject01/Subject01_Aufnahme392.csv","curve-right-spin-Lfirst"
"394","Subject01","Subject01/Subject01_Aufnahme393.csv","curve-right-spin-Rfirst"
"395","Subject01","Subject01/Subject01_Aufnahme394.csv","curve-left-spin-Rfirst"
"396","Subject01","Subject01/Subject01_Aufnahme395.csv","run"
"397","Subject01","Subject01/Subject01_Aufnahme396.csv","sit-to-stand"
"398","Subject01","Subject01/Subject01_Aufnahme397.csv","run"
"399","Subject01","Subject01/Subject01_Aufnahme398.csv","curve-right-spin-Rfirst"
"400","Subject01","Subject01/Subject01_Aufnahme399.csv","stair-down"
"401","Subject01","Subject01/Subject01_Aufnahme400.csv","stair-up"
"402","Subject01","Subject01/Subject01_Aufnahme401.csv","stair-up"
"403","Subject01","Subject01/Subject01_Aufnahme402.csv","stair-down"
"404","Subject01","Subject01/Subject01_Aufnahme403.csv","sit"
"405","Subject01","Subject01/Subject01_Aufnahme404.csv","curve-right-spin-Lfirst"
"406","Subject01","Subject01/Subject01_Aufnahme405.csv","stair-up"
"407","Subject01","Subject01/Subject01_Aufnahme406.csv","jump-two-leg"
"408","Subject01","Subject01/Subject01_Aufnahme407.csv","lateral-shuffle-left"
"409","Subject01","Subject01/Subject01_Aufnahme408.csv","lateral-shuffle-right"
"410","Subject01","Subject01/Subject01_Aufnahme409.csv","run"
"411","Subject01","Subject01/Subject01_Aufnahme410.csv","curve-left-spin-Lfirst"
"412","Subject01","Subject01/Subject01_Aufnahme411.csv","sit"
"413","Subject01","Subject01/Subject01_Aufnahme412.csv","lateral-shuffle-right"
"414","Subject01","Subject01/Subject01_Aufnahme413.csv","jump-two-leg"
"415","Subject01","Subject01/Subject01_Aufnahme414.csv","v-cut-left-Lfirst"
"416","Subject01","Subject01/Subject01_Aufnahme415.csv","sit-to-stand"
"417","Subject01","Subject01/Subject01_Aufnahme416.csv","run"
"418","Subject01","Subject01/Subject01_Aufnahme417.csv","v-cut-right-Rfirst"
"419","Subject01","Subject01/Subject01_Aufnahme418.csv","lateral-shuffle-left"
"420","Subject01","Subject01/Subject01_Aufnahme419.csv","stand-to-sit"
"421","Subject01","Subject01/Subject01_Aufnahme420.csv","run"
"422","Subject01","Subject01/Subject01_Aufnahme421.csv","curve-right-spin-Rfirst"
"423","Subject01","Subject01/Subject01_Aufnahme422.csv","sit"
"424","Subject01","Subject01/Subject01_Aufnahme423.csv","stand-to-sit"
"425","Subject01","Subject01/Subject01_Aufnahme424.csv","stair-up"
"426","Subject01","Subject01/Subject01_Aufnahme425.csv","sit"
"427","Subject01","Subject01/Subject01_Aufnahme426.csv","lateral-shuffle-left"
"428","Subject01","Subject01/Subject01_Aufnahme427.csv","jump-two-leg"
"429","Subject01","Subject01/Subject01_Aufnahme428.csv","lateral-shuffle-left"
"430","Subject01","Subject01/Subject01_Aufnahme429.csv","sit"
"431","Subject01","Subject01/Subject01_Aufnahme430.csv","stair-up"
"432","Subject01","Subject01/Subject01_Aufnahme431.csv","jump-one-leg"
"433","Subject01","Subject01/Subject01_Aufnahme432.csv","sit"
"434","Subject01","Subject01/Subject01_Aufnahme433.csv","jump-two-leg"
"435","Subject01","Subject01/Subject01_Aufnahme434.csv","lateral-shuffle-right"
"436","Subject01","Subject01/Subject01_Aufnahme435.csv","sit"
"437","Subject01","Subject01/Subject01_Aufnahme436.csv","jump-one-leg"
"438","Subject01","Subject01/Subject01_Aufnahme437.csv","jump-two-leg"
"439","Subject01","Subject01/Subject01_Aufnahme438.csv","curve-right-spin-Lfirst"
"440","Subject01","Subject01/Subject01_Aufnahme439.csv","stair-up"
"441","Subject10","Subject10/Subject10_Aufnahme000.csv","jump-two-leg"
"442","Subject10","Subject10/Subject10_Aufnahme001.csv","lateral-shuffle-right"
"443","Subject10","Subject10/Subject10_Aufnahme002.csv","stair-up"
"444","Subject10","Subject10/Subject10_Aufnahme003.csv","lateral-shuffle-right"
"445","Subject10","Subject10/Subject10_Aufnahme004.csv","v-cut-left-Rfirst"
"446","Subject10","Subject10/Subject10_Aufnahme005.csv","jump-one-leg"
"447","Subject10","Subject10/Subject10_Aufnahme006.csv","stair-up"
"448","Subject10","Subject10/Subject10_Aufnahme007.csv","jump-two-leg"
"449","Subject10","Subject10/Subject10_Aufnahme008.csv","curve-left-spin-Lfirst"
"450","Subject10","Subject10/Subject10_Aufnahme009.csv","jump-two-leg"
"451","Subject10","Subject10/Subject10_Aufnahme010.csv","jump-one-leg"
"452","Subject10","Subject10/Subject10_Aufnahme011.csv","stair-up"
"453","Subject10","Subject10/Subject10_Aufnahme012.csv","stair-down"
"454","Subject10","Subject10/Subject10_Aufnahme013.csv","stand-to-sit"
"455","Subject10","Subject10/Subject10_Aufnahme014.csv","lateral-shuffle-right"
"456","Subject10","Subject10/Subject10_Aufnahme015.csv","sit"
"457","Subject10","Subject10/Subject10_Aufnahme016.csv","sit"
"458","Subject10","Subject10/Subject10_Aufnahme017.csv","jump-one-leg"
"459","Subject10","Subject10/Subject10_Aufnahme018.csv","jump-two-leg"
"460","Subject10","Subject10/Subject10_Aufnahme019.csv","stand-to-sit"
"461","Subject10","Subject10/Subject10_Aufnahme020.csv","v-cut-left-Lfirst"
"462","Subject10","Subject10/Subject10_Aufnahme021.csv","jump-two-leg"
"463","Subject10","Subject10/Subject10_Aufnahme022.csv","curve-left-step"
"464","Subject10","Subject10/Subject10_Aufnahme023.csv","stair-up"
"465","Subject10","Subject10/Subject10_Aufnahme024.csv","sit"
"466","Subject10","Subject10/Subject10_Aufnahme025.csv","jump-two-leg"
"467","Subject10","Subject10/Subject10_Aufnahme026.csv","run"
"468","Subject10","Subject10/Subject10_Aufnahme027.csv","stair-down"
"469","Subject10","Subject10/Subject10_Aufnahme028.csv","v-cut-right-Rfirst"
"470","Subject10","Subject10/Subject10_Aufnahme029.csv","jump-two-leg"
"471","Subject10","Subject10/Subject10_Aufnahme030.csv","lateral-shuffle-right"
"472","Subject10","Subject10/Subject10_Aufnahme031.csv","run"
"473","Subject10","Subject10/Subject10_Aufnahme032.csv","lateral-shuffle-left"
"474","Subject10","Subject10/Subject10_Aufnahme033.csv","jump-one-leg"
"475","Subject10","Subject10/Subject10_Aufnahme034.csv","jump-two-leg"
"476","Subject10","Subject10/Subject10_Aufnahme035.csv","curve-left-spin-Lfirst"
"477","Subject10","Subject10/Subject10_Aufnahme036.csv","sit"
"478","Subject10","Subject10/Subject10_Aufnahme037.csv","lateral-shuffle-right"
"479","Subject10","Subject10/Subject10_Aufnahme038.csv","jump-two-leg"
"480","Subject10","Subject10/Subject10_Aufnahme039.csv","curve-right-spin-Lfirst"
"481","Subject10","Subject10/Subject10_Aufnahme040.csv","sit"
"482","Subject10","Subject10/Subject10_Aufnahme041.csv","stair-down"
"483","Subject10","Subject10/Subject10_Aufnahme042.csv","run"
"484","Subject10","Subject10/Subject10_Aufnahme043.csv","lateral-shuffle-right"
"485","Subject10","Subject10/Subject10_Aufnahme044.csv","lateral-shuffle-right"
"486","Subject10","Subject10/Subject10_Aufnahme045.csv","lateral-shuffle-right"
"487","Subject10","Subject10/Subject10_Aufnahme046.csv","jump-two-leg"
"488","Subject10","Subject10/Subject10_Aufnahme047.csv","jump-two-leg"
"489","Subject10","Subject10/Subject10_Aufnahme048.csv","run"
"490","Subject10","Subject10/Subject10_Aufnahme049.csv","sit"
"491","Subject10","Subject10/Subject10_Aufnahme050.csv","stair-down"
"492","Subject10","Subject10/Subject10_Aufnahme051.csv","stand-to-sit"
"493","Subject10","Subject10/Subject10_Aufnahme052.csv","v-cut-left-Rfirst"
"494","Subject10","Subject10/Subject10_Aufnahme053.csv","lateral-shuffle-right"
"495","Subject10","Subject10/Subject10_Aufnahme054.csv","curve-right-step"
"496","Subject10","Subject10/Subject10_Aufnahme055.csv","stair-up"
"497","Subject10","Subject10/Subject10_Aufnahme056.csv","lateral-shuffle-right"
"498","Subject10","Subject10/Subject10_Aufnahme057.csv","lateral-shuffle-right"
"499","Subject10","Subject10/Subject10_Aufnahme058.csv","v-cut-left-Rfirst"
"500","Subject10","Subject10/Subject10_Aufnahme059.csv","stair-down"
"501","Subject10","Subject10/Subject10_Aufnahme060.csv","jump-one-leg"
"502","Subject10","Subject10/Subject10_Aufnahme061.csv","curve-left-step"
"503","Subject10","Subject10/Subject10_Aufnahme062.csv","v-cut-left-Rfirst"
"504","Subject10","Subject10/Subject10_Aufnahme063.csv","stair-up"
"505","Subject10","Subject10/Subject10_Aufnahme064.csv","v-cut-left-Rfirst"
"506","Subject10","Subject10/Subject10_Aufnahme065.csv","stand-to-sit"
"507","Subject10","Subject10/Subject10_Aufnahme066.csv","stand-to-sit"
"508","Subject10","Subject10/Subject10_Aufnahme067.csv","sit"
"509","Subject10","Subject10/Subject10_Aufnahme068.csv","lateral-shuffle-left"
"510","Subject10","Subject10/Subject10_Aufnahme069.csv","jump-two-leg"
"511","Subject10","Subject10/Subject10_Aufnahme070.csv","sit"
"512","Subject10","Subject10/Subject10_Aufnahme071.csv","run"
"513","Subject10","Subject10/Subject10_Aufnahme072.csv","stair-up"
"514","Subject10","Subject10/Subject10_Aufnahme073.csv","stair-up"
"515","Subject10","Subject10/Subject10_Aufnahme074.csv","stair-down"
"516","Subject10","Subject10/Subject10_Aufnahme075.csv","lateral-shuffle-right"
"517","Subject10","Subject10/Subject10_Aufnahme076.csv","stair-up"
"518","Subject10","Subject10/Subject10_Aufnahme077.csv","stand-to-sit"
"519","Subject10","Subject10/Subject10_Aufnahme078.csv","stair-down"
"520","Subject10","Subject10/Subject10_Aufnahme079.csv","sit"
"521","Subject10","Subject10/Subject10_Aufnahme080.csv","curve-right-step"
"522","Subject10","Subject10/Subject10_Aufnahme081.csv","sit"
"523","Subject10","Subject10/Subject10_Aufnahme082.csv","sit"
"524","Subject10","Subject10/Subject10_Aufnahme083.csv","sit"
"525","Subject10","Subject10/Subject10_Aufnahme084.csv","curve-right-spin-Lfirst"
"526","Subject10","Subject10/Subject10_Aufnahme085.csv","stand-to-sit"
"527","Subject10","Subject10/Subject10_Aufnahme086.csv","sit"
"528","Subject10","Subject10/Subject10_Aufnahme087.csv","stair-down"
"529","Subject10","Subject10/Subject10_Aufnahme088.csv","v-cut-left-Rfirst"
"530","Subject10","Subject10/Subject10_Aufnahme089.csv","stand-to-sit"
"531","Subject10","Subject10/Subject10_Aufnahme090.csv","jump-two-leg"
"532","Subject10","Subject10/Subject10_Aufnahme091.csv","stair-up"
"533","Subject10","Subject10/Subject10_Aufnahme092.csv","jump-two-leg"
"534","Subject10","Subject10/Subject10_Aufnahme093.csv","jump-two-leg"
"535","Subject10","Subject10/Subject10_Aufnahme094.csv","curve-right-spin-Lfirst"
"536","Subject10","Subject10/Subject10_Aufnahme095.csv","sit"
"537","Subject10","Subject10/Subject10_Aufnahme096.csv","stair-down"
"538","Subject10","Subject10/Subject10_Aufnahme097.csv","jump-one-leg"
"539","Subject10","Subject10/Subject10_Aufnahme098.csv","stand-to-sit"
"540","Subject10","Subject10/Subject10_Aufnahme099.csv","sit"
"541","Subject10","Subject10/Subject10_Aufnahme100.csv","v-cut-left-Rfirst"
"542","Subject10","Subject10/Subject10_Aufnahme101.csv","curve-right-spin-Lfirst"
"543","Subject10","Subject10/Subject10_Aufnahme102.csv","stair-up"
"544","Subject10","Subject10/Subject10_Aufnahme103.csv","stair-up"
"545","Subject10","Subject10/Subject10_Aufnahme104.csv","v-cut-right-Rfirst"
"546","Subject10","Subject10/Subject10_Aufnahme105.csv","run"
"547","Subject10","Subject10/Subject10_Aufnahme106.csv","lateral-shuffle-right"
"548","Subject10","Subject10/Subject10_Aufnahme107.csv","run"
"549","Subject10","Subject10/Subject10_Aufnahme108.csv","stair-down"
"550","Subject10","Subject10/Subject10_Aufnahme109.csv","sit"
"551","Subject10","Subject10/Subject10_Aufnahme110.csv","stair-up"
"552","Subject10","Subject10/Subject10_Aufnahme111.csv","stair-up"
"553","Subject10","Subject10/Subject10_Aufnahme112.csv","curve-right-spin-Lfirst"
"554","Subject10","Subject10/Subject10_Aufnahme113.csv","stair-up"
"555","Subject10","Subject10/Subject10_Aufnahme114.csv","stair-up"
"556","Subject10","Subject10/Subject10_Aufnahme115.csv","jump-two-leg"
"557","Subject10","Subject10/Subject10_Aufnahme116.csv","v-cut-left-Rfirst"
"558","Subject10","Subject10/Subject10_Aufnahme117.csv","stand-to-sit"
"559","Subject10","Subject10/Subject10_Aufnahme118.csv","run"
"560","Subject10","Subject10/Subject10_Aufnahme119.csv","stand-to-sit"
"561","Subject10","Subject10/Subject10_Aufnahme120.csv","v-cut-left-Rfirst"
"562","Subject10","Subject10/Subject10_Aufnahme121.csv","stair-up"
"563","Subject10","Subject10/Subject10_Aufnahme122.csv","run"
"564","Subject10","Subject10/Subject10_Aufnahme123.csv","curve-right-spin-Rfirst"
"565","Subject10","Subject10/Subject10_Aufnahme124.csv","v-cut-left-Rfirst"
"566","Subject10","Subject10/Subject10_Aufnahme125.csv","v-cut-left-Rfirst"
"567","Subject10","Subject10/Subject10_Aufnahme126.csv","sit"
"568","Subject10","Subject10/Subject10_Aufnahme127.csv","jump-one-leg"
"569","Subject10","Subject10/Subject10_Aufnahme128.csv","jump-two-leg"
"570","Subject10","Subject10/Subject10_Aufnahme129.csv","stand-to-sit"
"571","Subject10","Subject10/Subject10_Aufnahme130.csv","lateral-shuffle-right"
"572","Subject10","Subject10/Subject10_Aufnahme131.csv","sit"
"573","Subject10","Subject10/Subject10_Aufnahme132.csv","stair-up"
"574","Subject10","Subject10/Subject10_Aufnahme133.csv","curve-left-spin-Lfirst"
"575","Subject10","Subject10/Subject10_Aufnahme134.csv","stair-up"
"576","Subject10","Subject10/Subject10_Aufnahme135.csv","jump-two-leg"
"577","Subject10","Subject10/Subject10_Aufnahme136.csv","stair-down"
"578","Subject10","Subject10/Subject10_Aufnahme137.csv","curve-left-step"
"579","Subject10","Subject10/Subject10_Aufnahme138.csv","curve-right-spin-Lfirst"
"580","Subject10","Subject10/Subject10_Aufnahme139.csv","jump-two-leg"
"581","Subject10","Subject10/Subject10_Aufnahme140.csv","sit-to-stand"
"582","Subject10","Subject10/Subject10_Aufnahme141.csv","lateral-shuffle-left"
"583","Subject10","Subject10/Subject10_Aufnahme142.csv","curve-left-spin-Lfirst"
"584","Subject10","Subject10/Subject10_Aufnahme143.csv","curve-right-step"
"585","Subject10","Subject10/Subject10_Aufnahme144.csv","stair-up"
"586","Subject10","Subject10/Subject10_Aufnahme145.csv","sit"
"587","Subject10","Subject10/Subject10_Aufnahme146.csv","curve-right-spin-Lfirst"
"588","Subject10","Subject10/Subject10_Aufnahme147.csv","stand-to-sit"
"589","Subject10","Subject10/Subject10_Aufnahme148.csv","curve-left-step"
"590","Subject10","Subject10/Subject10_Aufnahme149.csv","run"
"591","Subject10","Subject10/Subject10_Aufnahme150.csv","stair-up"
"592","Subject10","Subject10/Subject10_Aufnahme151.csv","jump-two-leg"
"593","Subject10","Subject10/Subject10_Aufnahme152.csv","stair-up"
"594","Subject10","Subject10/Subject10_Aufnahme153.csv","jump-one-leg"
"595","Subject10","Subject10/Subject10_Aufnahme154.csv","jump-one-leg"
"596","Subject10","Subject10/Subject10_Aufnahme155.csv","curve-right-step"
"597","Subject10","Subject10/Subject10_Aufnahme156.csv","sit"
"598","Subject10","Subject10/Subject10_Aufnahme157.csv","sit"
"599","Subject10","Subject10/Subject10_Aufnahme158.csv","jump-two-leg"
"600","Subject10","Subject10/Subject10_Aufnahme159.csv","curve-left-step"
"601","Subject10","Subject10/Subject10_Aufnahme160.csv","lateral-shuffle-right"
"602","Subject10","Subject10/Subject10_Aufnahme161.csv","curve-right-spin-Lfirst"
"603","Subject10","Subject10/Subject10_Aufnahme162.csv","curve-right-step"
"604","Subject10","Subject10/Subject10_Aufnahme163.csv","lateral-shuffle-right"
"605","Subject10","Subject10/Subject10_Aufnahme164.csv","stair-up"
"606","Subject10","Subject10/Subject10_Aufnahme165.csv","v-cut-left-Lfirst"
"607","Subject10","Subject10/Subject10_Aufnahme166.csv","v-cut-left-Rfirst"
"608","Subject10","Subject10/Subject10_Aufnahme167.csv","lateral-shuffle-right"
"609","Subject10","Subject10/Subject10_Aufnahme168.csv","sit"
"610","Subject10","Subject10/Subject10_Aufnahme169.csv","curve-left-spin-Lfirst"
"611","Subject10","Subject10/Subject10_Aufnahme170.csv","jump-two-leg"
"612","Subject10","Subject10/Subject10_Aufnahme171.csv","stair-down"
"613","Subject10","Subject10/Subject10_Aufnahme172.csv","jump-two-leg"
"614","Subject10","Subject10/Subject10_Aufnahme173.csv","jump-two-leg"
"615","Subject10","Subject10/Subject10_Aufnahme174.csv","run"
"616","Subject10","Subject10/Subject10_Aufnahme175.csv","v-cut-left-Rfirst"
"617","Subject10","Subject10/Subject10_Aufnahme176.csv","jump-two-leg"
"618","Subject10","Subject10/Subject10_Aufnahme177.csv","stair-up"
"619","Subject10","Subject10/Subject10_Aufnahme178.csv","lateral-shuffle-right"
"620","Subject10","Subject10/Subject10_Aufnahme179.csv","lateral-shuffle-right"
"621","Subject10","Subject10/Subject10_Aufnahme180.csv","jump-one-leg"
"622","Subject10","Subject10/Subject10_Aufnahme181.csv","jump-two-leg"
"623","Subject10","Subject10/Subject10_Aufnahme182.csv","jump-one-leg"
"624","Subject10","Subject10/Subject10_Aufnahme183.csv","stair-down"
"625","Subject10","Subject10/Subject10_Aufnahme184.csv","v-cut-left-Rfirst"
"626","Subject10","Subject10/Subject10_Aufnahme185.csv","sit"
"627","Subject10","Subject10/Subject10_Aufnahme186.csv","sit"
"628","Subject10","Subject10/Subject10_Aufnahme187.csv","run"
"629","Subject10","Subject10/Subject10_Aufnahme188.csv","curve-left-spin-Lfirst"
"630","Subject10","Subject10/Subject10_Aufnahme189.csv","curve-right-spin-Rfirst"
"631","Subject10","Subject10/Subject10_Aufnahme190.csv","lateral-shuffle-right"
"632","Subject10","Subject10/Subject10_Aufnahme191.csv","v-cut-right-Lfirst"
"633","Subject10","Subject10/Subject10_Aufnahme192.csv","run"
"634","Subject10","Subject10/Subject10_Aufnahme193.csv","v-cut-left-Rfirst"
"635","Subject10","Subject10/Subject10_Aufnahme194.csv","stair-up"
"636","Subject10","Subject10/Subject10_Aufnahme195.csv","stair-up"
"637","Subject10","Subject10/Subject10_Aufnahme196.csv","stair-up"
"638","Subject10","Subject10/Subject10_Aufnahme197.csv","sit"
"639","Subject10","Subject10/Subject10_Aufnahme198.csv","sit"
"640","Subject10","Subject10/Subject10_Aufnahme199.csv","stair-down"
"641","Subject10","Subject10/Subject10_Aufnahme200.csv","run"
"642","Subject10","Subject10/Subject10_Aufnahme201.csv","sit"
"643","Subject10","Subject10/Subject10_Aufnahme202.csv","sit-to-stand"
"644","Subject10","Subject10/Subject10_Aufnahme203.csv","sit-to-stand"
"645","Subject10","Subject10/Subject10_Aufnahme204.csv","curve-left-spin-Lfirst"
"646","Subject10","Subject10/Subject10_Aufnahme205.csv","lateral-shuffle-right"
"647","Subject10","Subject10/Subject10_Aufnahme206.csv","run"
"648","Subject10","Subject10/Subject10_Aufnahme207.csv","curve-left-spin-Rfirst"
"649","Subject10","Subject10/Subject10_Aufnahme208.csv","v-cut-left-Rfirst"
"650","Subject10","Subject10/Subject10_Aufnahme209.csv","jump-one-leg"
"651","Subject10","Subject10/Subject10_Aufnahme210.csv","curve-right-spin-Lfirst"
"652","Subject10","Subject10/Subject10_Aufnahme211.csv","stair-up"
"653","Subject10","Subject10/Subject10_Aufnahme212.csv","lateral-shuffle-right"
"654","Subject10","Subject10/Subject10_Aufnahme213.csv","lateral-shuffle-right"
"655","Subject10","Subject10/Subject10_Aufnahme214.csv","curve-right-spin-Lfirst"
"656","Subject10","Subject10/Subject10_Aufnahme215.csv","sit"
"657","Subject10","Subject10/Subject10_Aufnahme216.csv","sit"
"658","Subject10","Subject10/Subject10_Aufnahme217.csv","v-cut-left-Lfirst"
"659","Subject10","Subject10/Subject10_Aufnahme218.csv","v-cut-left-Rfirst"
"660","Subject10","Subject10/Subject10_Aufnahme219.csv","v-cut-left-Rfirst"
"661","Subject10","Subject10/Subject10_Aufnahme220.csv","run"
"662","Subject10","Subject10/Subject10_Aufnahme221.csv","stand-to-sit"
"663","Subject10","Subject10/Subject10_Aufnahme222.csv","stair-down"
"664","Subject10","Subject10/Subject10_Aufnahme223.csv","lateral-shuffle-left"
"665","Subject10","Subject10/Subject10_Aufnahme224.csv","v-cut-left-Lfirst"
"666","Subject10","Subject10/Subject10_Aufnahme225.csv","lateral-shuffle-right"
"667","Subject10","Subject10/Subject10_Aufnahme226.csv","stair-up"
"668","Subject10","Subject10/Subject10_Aufnahme227.csv","jump-two-leg"
"669","Subject10","Subject10/Subject10_Aufnahme228.csv","curve-right-spin-Lfirst"
"670","Subject10","Subject10/Subject10_Aufnahme229.csv","curve-right-spin-Lfirst"
"671","Subject10","Subject10/Subject10_Aufnahme230.csv","curve-right-spin-Rfirst"
"672","Subject10","Subject10/Subject10_Aufnahme231.csv","jump-two-leg"
"673","Subject10","Subject10/Subject10_Aufnahme232.csv","jump-two-leg"
"674","Subject10","Subject10/Subject10_Aufnahme233.csv","stair-up"
"675","Subject10","Subject10/Subject10_Aufnahme234.csv","lateral-shuffle-left"
"676","Subject10","Subject10/Subject10_Aufnahme235.csv","run"
"677","Subject10","Subject10/Subject10_Aufnahme236.csv","lateral-shuffle-right"
"678","Subject10","Subject10/Subject10_Aufnahme237.csv","lateral-shuffle-right"
"679","Subject10","Subject10/Subject10_Aufnahme238.csv","stair-down"
"680","Subject10","Subject10/Subject10_Aufnahme239.csv","lateral-shuffle-left"
"681","Subject10","Subject10/Subject10_Aufnahme240.csv","sit"
"682","Subject10","Subject10/Subject10_Aufnahme241.csv","curve-right-step"
"683","Subject10","Subject10/Subject10_Aufnahme242.csv","lateral-shuffle-right"
"684","Subject10","Subject10/Subject10_Aufnahme243.csv","v-cut-left-Rfirst"
"685","Subject10","Subject10/Subject10_Aufnahme244.csv","jump-two-leg"
"686","Subject10","Subject10/Subject10_Aufnahme245.csv","lateral-shuffle-left"
"687","Subject10","Subject10/Subject10_Aufnahme246.csv","lateral-shuffle-right"
"688","Subject10","Subject10/Subject10_Aufnahme247.csv","stair-down"
"689","Subject10","Subject10/Subject10_Aufnahme248.csv","jump-two-leg"
"690","Subject10","Subject10/Subject10_Aufnahme249.csv","stand-to-sit"
"691","Subject10","Subject10/Subject10_Aufnahme250.csv","stair-down"
"692","Subject10","Subject10/Subject10_Aufnahme251.csv","lateral-shuffle-right"
"693","Subject10","Subject10/Subject10_Aufnahme252.csv","jump-one-leg"
"694","Subject10","Subject10/Subject10_Aufnahme253.csv","lateral-shuffle-right"
"695","Subject10","Subject10/Subject10_Aufnahme254.csv","stair-up"
"696","Subject10","Subject10/Subject10_Aufnahme255.csv","jump-one-leg"
"697","Subject10","Subject10/Subject10_Aufnahme256.csv","jump-two-leg"
"698","Subject10","Subject10/Subject10_Aufnahme257.csv","jump-one-leg"
"699","Subject10","Subject10/Subject10_Aufnahme258.csv","stair-down"
"700","Subject10","Subject10/Subject10_Aufnahme259.csv","jump-one-leg"
"701","Subject10","Subject10/Subject10_Aufnahme260.csv","sit"
"702","Subject10","Subject10/Subject10_Aufnahme261.csv","lateral-shuffle-right"
"703","Subject10","Subject10/Subject10_Aufnahme262.csv","curve-right-spin-Rfirst"
"704","Subject10","Subject10/Subject10_Aufnahme263.csv","stair-down"
"705","Subject10","Subject10/Subject10_Aufnahme264.csv","lateral-shuffle-right"
"706","Subject10","Subject10/Subject10_Aufnahme265.csv","lateral-shuffle-left"
"707","Subject10","Subject10/Subject10_Aufnahme266.csv","curve-left-spin-Lfirst"
"708","Subject10","Subject10/Subject10_Aufnahme267.csv","curve-left-spin-Lfirst"
"709","Subject10","Subject10/Subject10_Aufnahme268.csv","v-cut-right-Rfirst"
"710","Subject10","Subject10/Subject10_Aufnahme269.csv","stair-down"
"711","Subject10","Subject10/Subject10_Aufnahme270.csv","stair-down"
"712","Subject10","Subject10/Subject10_Aufnahme271.csv","sit-to-stand"
"713","Subject10","Subject10/Subject10_Aufnahme272.csv","v-cut-right-Rfirst"
"714","Subject10","Subject10/Subject10_Aufnahme273.csv","stand-to-sit"
"715","Subject10","Subject10/Subject10_Aufnahme274.csv","stand-to-sit"
"716","Subject10","Subject10/Subject10_Aufnahme275.csv","curve-right-spin-Rfirst"
"717","Subject10","Subject10/Subject10_Aufnahme276.csv","curve-right-spin-Rfirst"
"718","Subject10","Subject10/Subject10_Aufnahme277.csv","sit"
"719","Subject10","Subject10/Subject10_Aufnahme278.csv","lateral-shuffle-right"
"720","Subject10","Subject10/Subject10_Aufnahme279.csv","jump-one-leg"
"721","Subject10","Subject10/Subject10_Aufnahme280.csv","v-cut-left-Lfirst"
"722","Subject10","Subject10/Subject10_Aufnahme281.csv","curve-right-spin-Lfirst"
"723","Subject10","Subject10/Subject10_Aufnahme282.csv","lateral-shuffle-right"
"724","Subject10","Subject10/Subject10_Aufnahme283.csv","sit"
"725","Subject10","Subject10/Subject10_Aufnahme284.csv","curve-right-spin-Lfirst"
"726","Subject10","Subject10/Subject10_Aufnahme285.csv","stand-to-sit"
"727","Subject10","Subject10/Subject10_Aufnahme286.csv","jump-two-leg"
"728","Subject10","Subject10/Subject10_Aufnahme287.csv","sit"
"729","Subject10","Subject10/Subject10_Aufnahme288.csv","jump-one-leg"
"730","Subject10","Subject10/Subject10_Aufnahme289.csv","stair-down"
"731","Subject10","Subject10/Subject10_Aufnahme290.csv","stair-up"
"732","Subject10","Subject10/Subject10_Aufnahme291.csv","sit-to-stand"
"733","Subject10","Subject10/Subject10_Aufnahme292.csv","lateral-shuffle-right"
"734","Subject10","Subject10/Subject10_Aufnahme293.csv","curve-right-step"
"735","Subject10","Subject10/Subject10_Aufnahme294.csv","stair-up"
